"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"Trashor","https://app.dework.xyz/m3/the-m3mes?taskId=22d0fe66-114e-4f6c-87a5-0358db9225c5","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","0.06529 ETH","","jin created on Oct 27, 2023 12:49 PM, Task completed on Nov 2, 2023 2:51 PM"
"Daily crypto - Crypto / Debt Visualization","https://app.dework.xyz/m3/the-m3mes?taskId=6009f157-2a47-4668-8bb3-9232454efc70","","","DONE","A___","0xB84e22c66c0c99D6193bB49376cAC88fF9C90C8B","300 USDT","","jin created on Oct 18, 2023 3:16 PM, Task completed on Oct 27, 2023 4:56 PM"
"On-mint animation","https://app.dework.xyz/m3/the-m3mes?taskId=b2766a30-1e7d-45dc-be4b-f4f76e4d7d3f","","","IN_PROGRESS","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","250 USDT","","jin created on Oct 13, 2023 1:39 PM"
"HypeWheels","https://app.dework.xyz/m3/the-m3mes?taskId=426889f8-0930-4568-8b7c-cde6d72dc3be","","","TODO","","","","","jin created on Oct 13, 2023 1:36 PM"
"M3 group pic","https://app.dework.xyz/m3/the-m3mes?taskId=880c674b-c4a7-4b6e-907d-9f97115f0618","","","TODO","","","1 WORLD","","jin created on Oct 8, 2023 9:06 PM"
"wagie cage 9000","https://app.dework.xyz/m3/the-m3mes?taskId=098b8273-f848-428c-bc0b-12fa6831d5a8","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","150 USDT","","jin created on Oct 8, 2023 9:02 PM, Task completed on Oct 17, 2023 5:25 PM"
"Crypto Onboarding Games","https://app.dework.xyz/m3/the-m3mes?taskId=4d9e67eb-d31b-4f2b-a017-5ef7aba1dab5","","","IN_PROGRESS","","","1 WORLD, 0.06529 ETH","November 22, 2023 2:41 PM","jin created on Oct 2, 2023 1:08 AM"
"Finish rendering m3mes scene","https://app.dework.xyz/m3/the-m3mes?taskId=dd792258-dbd8-4460-b6b2-688c887c562e","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","150 USDT, 1 WORLD","","jin created on Sep 29, 2023 9:03 PM, Task completed on Oct 28, 2023 6:55 PM"
"Capsule corp glTF animation template","https://app.dework.xyz/m3/the-m3mes?taskId=3948f3e3-4270-42bf-b26e-b2dc90052552","","","TODO","","","","","jin created on Sep 27, 2023 5:15 PM"
"Pop-up Book glTF animation Template","https://app.dework.xyz/m3/the-m3mes?taskId=0d3df059-0619-412c-9bc6-53066dc88beb","","","TODO","","","","","jin created on Sep 27, 2023 5:13 PM"
"Punko Pop Case","https://app.dework.xyz/m3/the-m3mes?taskId=3616a34f-4642-4207-8d9f-38a59bba918d","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","100 USDC","","jin created on Sep 12, 2023 7:23 PM, Task completed on Sep 22, 2023 12:46 PM"
"3D storage container randomizer","https://app.dework.xyz/m3/the-m3mes?taskId=d6f26d46-fde6-488f-936d-51119adf77ec","github issue","","TODO","","","","","Github Integration created on Sep 6, 2023 2:45 PM"
"simple website","https://app.dework.xyz/m3/the-m3mes?taskId=ec7bb281-5338-4b28-9f62-ed02980c921a","github issue","","IN_REVIEW","hirop.eth","0x09d13ec760DA0935F52306319004934569989352","300 USDC","","Github Integration created on Aug 29, 2023 4:31 PM"
"Silkroad Western Wagon","https://app.dework.xyz/m3/the-m3mes?taskId=6c9fc1df-4952-438c-b43a-5ce87336a643","","","TODO","","","","","jin created on Aug 27, 2023 4:49 PM"
"HackMD Dev log digital gardens","https://app.dework.xyz/m3/the-m3mes?taskId=73b15674-9140-45e5-a026-ea22c617f2b3","","","TODO","","","","","jin created on Aug 27, 2023 4:47 PM"
"OM frame","https://app.dework.xyz/m3/the-m3mes?taskId=d60d93be-8c08-4b02-a350-d27a00b080d5","","","TODO","","","","","jin created on Aug 27, 2023 4:47 PM"
"Announcement poster","https://app.dework.xyz/m3/the-m3mes?taskId=2f0a733d-0d45-4543-a224-76c72dc2f38b","","","TODO","","","","","jin created on Aug 22, 2023 7:52 PM"
"Design 3D assets","https://app.dework.xyz/m3/the-m3mes?taskId=cd19cebb-c379-4d46-98fb-660d1808a375","github issue","","IN_PROGRESS","","","0.06529 ETH, 1 WORLD","","jin created on Aug 18, 2023 7:28 PM"
