"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"Aspect Ratio Code For Jins Notes","https://app.dework.xyz/m3/milestones-19868?taskId=30b9b768-e365-48ac-85a9-5508c39fa0bf","","","DONE","","","","","boomboxhead created on May 16, 2024 12:56 AM, Task completed on May 16, 2024 12:56 AM"
"Milestones Issues From Github","https://app.dework.xyz/m3/milestones-19868?taskId=b616c8c7-d240-45ce-8bd1-88252a982ac1","","","IN_PROGRESS","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","","","boomboxhead created on May 16, 2024 12:55 AM"
"Possible Assets","https://app.dework.xyz/m3/milestones-19868?taskId=5e305a87-73ca-417a-b40e-bfe86515b254","","","IN_PROGRESS","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","","","boomboxhead created on May 16, 2024 12:54 AM"
"Schedule an event (Demo Day)","https://app.dework.xyz/m3/milestones-19868?taskId=671249fa-27ec-4f38-86a7-376b46a45400","","","TODO","","","","","boomboxhead created on May 16, 2024 12:52 AM"
"Create blog post","https://app.dework.xyz/m3/milestones-19868?taskId=089147dd-494e-4b6f-ac3f-4fa13827bac5","","","TODO","","","","","boomboxhead created on May 16, 2024 12:52 AM"
"Create promo video","https://app.dework.xyz/m3/milestones-19868?taskId=e857af02-6166-4338-b48f-f2bb8ce072f7","","","TODO","","","","","boomboxhead created on May 16, 2024 12:52 AM"
"Go over drop dynamics, network, and decide hosting solutions","https://app.dework.xyz/m3/milestones-19868?taskId=4aa5bdf2-35e6-46ed-a723-53368a340ea5","","","TODO","","","","","boomboxhead created on May 16, 2024 12:52 AM"
"Conduct quality assurance checks on assembled assets","https://app.dework.xyz/m3/milestones-19868?taskId=41ba2e93-b63f-4c0b-8c8e-02f86d30d7db","","","TODO","","","","","boomboxhead created on May 16, 2024 12:51 AM"
"Create new shipping container that is licensable","https://app.dework.xyz/m3/milestones-19868?taskId=152ab6ea-e2ba-4ff8-b0ec-0312b4340989","","","TODO","","","","","boomboxhead created on May 16, 2024 12:51 AM"
"Refactor boom-tools batch randomizer for asset assembly","https://app.dework.xyz/m3/milestones-19868?taskId=8d6f6359-0563-469d-afd2-d27f52786851","","","DONE","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","","","boomboxhead created on May 16, 2024 12:51 AM, Task completed on May 16, 2024 12:51 AM"
"Port boom-tools to work with objects and export glbs","https://app.dework.xyz/m3/milestones-19868?taskId=ff29b420-0ad2-4b7a-95f2-ce8b38d595b6","","","DONE","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","","","boomboxhead created on May 16, 2024 12:50 AM, Task completed on May 16, 2024 12:50 AM"
"Projects to Get Assets For","https://app.dework.xyz/m3/milestones-19868?taskId=f9bce962-843f-474f-95d2-bccdf4365b9d","","","IN_PROGRESS","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","","","boomboxhead created on May 16, 2024 12:49 AM"
"Milestones Production","https://app.dework.xyz/m3/milestones-19868?taskId=cb98767c-b312-4960-9947-c62aef43a9da","","100","DONE","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","0.54 WETH","","boomboxhead created on Apr 3, 2024 7:11 PM, Task completed on May 25, 2024 7:37 PM"
"test task","https://app.dework.xyz/m3/milestones-19868?taskId=e414ca91-0557-4f5c-8d2e-7c36e5cd5e22","good first issue","1","DONE","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","","","boomboxhead created on Apr 3, 2024 2:39 PM, Task completed on Apr 3, 2024 7:13 PM"
