"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"QA Pt 5: Bandaids","https://app.dework.xyz/webaverse/anata-81736?taskId=7abae563-b805-408f-9e89-af26f8c5ad31","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","400 USDT","","jin created on Apr 12, 2024 9:30 PM, Task completed on Apr 18, 2024 11:07 AM"
"QA Pt5 Batch","https://app.dework.xyz/webaverse/anata-81736?taskId=e73e1cc5-6dda-4c56-8037-42043e1dfdc4","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","500 USDT","","jin created on Apr 11, 2024 2:18 PM, Task completed on Apr 12, 2024 4:55 PM"
"QA Pt. 5: Fix Earrings","https://app.dework.xyz/webaverse/anata-81736?taskId=1b1b339b-573e-4fd4-99c6-ca0400ce59b1","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","300 USDT","","jin created on Mar 31, 2024 12:17 AM, Task completed on Apr 4, 2024 7:30 PM"
"QA Pt 5: Rescale / Resize Ears","https://app.dework.xyz/webaverse/anata-81736?taskId=feacb28e-0a5c-46ac-b17b-49590086d2af","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","300 USDT","","jin created on Mar 30, 2024 8:50 PM, Task completed on Mar 31, 2024 6:41 PM"
"QA Pt 5: Shiny assets","https://app.dework.xyz/webaverse/anata-81736?taskId=694854c7-8e2f-4fcc-9215-b83a9f1bef3b","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","230 USDT","","jin created on Mar 30, 2024 8:31 PM, Task completed on Mar 31, 2024 4:33 PM"
"QA Pt 5: Missing Assets Batch","https://app.dework.xyz/webaverse/anata-81736?taskId=5a153b77-16c6-48d8-839c-2e53f411bc3c","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","1000 USDT","","jin created on Mar 30, 2024 8:26 PM, Task completed on Apr 11, 2024 11:49 PM"
"Final recolor wings","https://app.dework.xyz/webaverse/anata-81736?taskId=15b89f37-234e-4836-ae5c-1c9840b4b34b","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","70 USDT","","jin created on Mar 30, 2024 3:45 PM, Task completed on Mar 31, 2024 5:32 PM"
"(optional) cape fixes","https://app.dework.xyz/webaverse/anata-81736?taskId=f61d9eff-9b20-4caa-921e-39cb22983dbf","","","TODO","","","","","jin created on Mar 28, 2024 2:18 PM"
"Wing Fixes","https://app.dework.xyz/webaverse/anata-81736?taskId=24a9fd4b-7c0c-4a4f-a24e-72dffbc6e560","","","TODO","","","","","jin created on Mar 28, 2024 2:10 PM"
"Transparency + Recolor glasses","https://app.dework.xyz/webaverse/anata-81736?taskId=49717427-57d7-492f-a2a1-51e2f498bc60","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","300 USDT","","jin created on Mar 27, 2024 7:37 PM, Task completed on Mar 30, 2024 5:36 PM"
"Reposition assets","https://app.dework.xyz/webaverse/anata-81736?taskId=5680c864-b1b2-468b-a24d-e3ec6853fd0c","","","TODO","","","","","jin created on Mar 25, 2024 1:24 AM"
"Recolor Wings","https://app.dework.xyz/webaverse/anata-81736?taskId=e8be9327-6ae6-40b1-85c9-b1a465b2053f","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","180 USDT","","jin created on Mar 25, 2024 1:17 AM, Task completed on Mar 30, 2024 5:36 PM"
"Glitch blinks","https://app.dework.xyz/webaverse/anata-81736?taskId=73bcd5d1-a72d-48b1-b9a0-9d0d9428f218","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","40 USDT","","jin created on Mar 25, 2024 1:15 AM, Task completed on Mar 30, 2024 5:40 PM"
"Doubles","https://app.dework.xyz/webaverse/anata-81736?taskId=76c71345-fe49-46a7-8408-fd0de276e7f0","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","120 USDT","","jin created on Mar 25, 2024 1:14 AM, Task completed on Mar 30, 2024 9:10 PM"
"Flipped Faces","https://app.dework.xyz/webaverse/anata-81736?taskId=267968d6-0f55-4f24-b363-c62616ef8ba4","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","80 USDT","","jin created on Mar 25, 2024 1:13 AM, Task completed on Mar 30, 2024 5:40 PM"
"Fix necklace","https://app.dework.xyz/webaverse/anata-81736?taskId=6dcc3b8b-e248-4c4c-9cb2-6e2b19039b57","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","160 USDT","","jin created on Mar 25, 2024 1:13 AM, Task completed on Mar 30, 2024 6:20 PM"
"Recolor horns","https://app.dework.xyz/webaverse/anata-81736?taskId=1061031b-7509-4934-b1e4-f8294f3648fb","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","200 USDT","","jin created on Mar 25, 2024 1:12 AM, Task completed on Mar 30, 2024 5:37 PM"
"Fix earrings","https://app.dework.xyz/webaverse/anata-81736?taskId=fb3440a1-be21-49b5-b32c-b564db740e1e","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","240 USDT","","jin created on Mar 25, 2024 1:11 AM, Task completed on Mar 30, 2024 5:38 PM"
"QA Pt. 5 Final Touches (Checklist+ Pass 1)","https://app.dework.xyz/webaverse/anata-81736?taskId=fbf8c6d8-0097-46d3-b0c9-e886cdbcba2b","","","DONE","-ˋˏ kiiba ˎˊ-,jin","0x0e3a41217d8C291081598c46d738AaAf5Be3907e,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","500 USDT","","jin created on Mar 23, 2024 4:34 PM, Task completed on Mar 30, 2024 9:14 PM"
"General QA issues 2","https://app.dework.xyz/webaverse/anata-81736?taskId=d7a100c4-b1aa-4967-8a85-623814973d60","","","DONE","-ˋˏ kiiba ˎˊ-,jin","0x0e3a41217d8C291081598c46d738AaAf5Be3907e,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","300 USDT","","jin created on Mar 18, 2024 3:33 PM, Task completed on Mar 23, 2024 4:32 PM"
"Fix shiny issues","https://app.dework.xyz/webaverse/anata-81736?taskId=928fc4cd-65c6-471a-9c10-8502c8a86f6d","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","50 USDT","","jin created on Mar 18, 2024 3:27 PM, Task completed on Mar 18, 2024 7:11 PM"
"General QA issues","https://app.dework.xyz/webaverse/anata-81736?taskId=eefc79b8-1319-438a-9600-45b5f2cc7e2d","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","300 USDT","","jin created on Mar 17, 2024 6:27 PM, Task completed on Mar 25, 2024 7:26 PM"
"Flipped faces on clothing / accessories","https://app.dework.xyz/webaverse/anata-81736?taskId=0bfc0da8-31ff-416c-8a76-13435f32f2a4","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","150 USDT","","jin created on Mar 17, 2024 6:20 PM, Task completed on Mar 20, 2024 1:31 PM"
"Fix tail","https://app.dework.xyz/webaverse/anata-81736?taskId=e9642d97-3fb7-4f33-8523-5b57761abd66","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","50 USDT","","jin created on Mar 17, 2024 6:17 PM, Task completed on Mar 18, 2024 7:32 PM"
"Glitch blink clothing","https://app.dework.xyz/webaverse/anata-81736?taskId=1faa61a3-7d0b-47af-a547-8ff90f8f7052","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","100 USDT","","jin created on Mar 17, 2024 6:14 PM, Task completed on Mar 19, 2024 8:50 PM"
"QA Pt. 4: Final Final Touches","https://app.dework.xyz/webaverse/anata-81736?taskId=89583f82-7367-4c2b-a047-60dc625da1d4","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","500 USDT","","jin created on Mar 17, 2024 6:10 PM, Task completed on Mar 25, 2024 7:27 PM"
"QA pt3: Head wear + Scarf issues","https://app.dework.xyz/webaverse/anata-81736?taskId=5a4c0b12-b163-4f46-bcb3-dd473b5c0734","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","60 USDT","","jin created on Mar 13, 2024 5:26 PM, Task completed on Mar 15, 2024 9:47 PM"
"QA Pt.3: Hair Issues","https://app.dework.xyz/webaverse/anata-81736?taskId=267ca6da-cf8e-47b3-8bff-149038e15118","","","DONE","","","","","jin created on Mar 13, 2024 5:16 PM, Task completed on Mar 13, 2024 10:39 PM"
"QA: Glitch Blink","https://app.dework.xyz/webaverse/anata-81736?taskId=7f69c22e-e4d3-4ae1-aa1b-16b1c0264a55","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","250 USDT","","jin created on Mar 12, 2024 5:27 PM, Task completed on Mar 15, 2024 6:18 PM"
"QA: Testing VRM Exports","https://app.dework.xyz/webaverse/anata-81736?taskId=2f2a6a65-bae2-4a28-950c-0e04c704d18d","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","150 USDT","","jin created on Mar 12, 2024 2:19 PM, Task completed on Mar 21, 2024 4:23 PM"
"clothing issues","https://app.dework.xyz/webaverse/anata-81736?taskId=4bf19464-0b66-4864-9ee6-1d8747141c68","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","250 USDT","","jin created on Mar 7, 2024 8:01 PM, Task completed on Mar 12, 2024 10:13 PM"
"ETC","https://app.dework.xyz/webaverse/anata-81736?taskId=2921c0a7-0fa0-4c4b-b5a5-93b76c105d20","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","500 USDT","","jin created on Feb 28, 2024 9:35 PM, Task completed on Mar 6, 2024 7:36 PM"
"Cape + Clothing","https://app.dework.xyz/webaverse/anata-81736?taskId=a85f335f-7244-4c6b-93d9-29379090a03c","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","300 USDT","","jin created on Feb 28, 2024 9:33 PM, Task completed on Mar 7, 2024 6:25 PM"
"Head traits (hair, horns, glasses)","https://app.dework.xyz/webaverse/anata-81736?taskId=46716628-c27d-464e-8eae-5eb794d9d3b3","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","440 USDT","","jin created on Feb 28, 2024 9:19 PM, Task completed on Mar 2, 2024 11:08 PM"
"Culling issues","https://app.dework.xyz/webaverse/anata-81736?taskId=6fcf2187-0f53-4a49-b8c7-341e9f65ffbc","","","IN_PROGRESS","","","420 USDT","","jin created on Feb 28, 2024 9:14 PM"
"Adjust hats","https://app.dework.xyz/webaverse/anata-81736?taskId=e611ccb9-7948-4cf6-9ae9-86ab4f93d96a","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","180 USDT","","jin created on Feb 28, 2024 9:11 PM, Task completed on Mar 3, 2024 3:17 PM"
"Ears and Earrings","https://app.dework.xyz/webaverse/anata-81736?taskId=64557fa3-bc6c-4816-bb69-59a8c9c80c25","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","300 USDT","","jin created on Feb 28, 2024 8:29 PM, Task completed on Mar 2, 2024 11:07 PM"
"Glued vertices on legs","https://app.dework.xyz/webaverse/anata-81736?taskId=71114781-2a8b-4df9-8bee-f0b9cbd131ae","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","300 USDT","","jin created on Feb 28, 2024 8:25 PM, Task completed on Mar 1, 2024 9:52 PM"
"Halo adjustments","https://app.dework.xyz/webaverse/anata-81736?taskId=f46b41d5-c01d-4c6c-a97a-301e0a665e10","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","300 USDT","","jin created on Feb 28, 2024 8:23 PM, Task completed on Mar 2, 2024 5:20 PM"
"Anata QA Part 2: Final Touches","https://app.dework.xyz/webaverse/anata-81736?taskId=72e40a02-cffa-4d0e-9570-0cf4d4660cf9","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","1000 USDT","","jin created on Feb 28, 2024 8:23 PM, Task completed on Mar 7, 2024 7:50 PM"
"QA: Checking skin weights","https://app.dework.xyz/webaverse/anata-81736?taskId=462090ee-6be8-4dd3-9c4c-fb40b8ec087a","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","100 USDT","","jin created on Feb 24, 2024 4:09 PM, Task completed on Mar 12, 2024 10:14 PM"
"Hair Fixes","https://app.dework.xyz/webaverse/anata-81736?taskId=78ec28b0-ef07-4c0c-b6a9-428918c865d5","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","180 USDT","","jin created on Feb 24, 2024 3:51 PM, Task completed on Feb 24, 2024 3:51 PM"
"Mini QA batch OPs + fixes","https://app.dework.xyz/webaverse/anata-81736?taskId=eda4c32b-af76-4a36-8b9b-d3a3e6413e85","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","300 USDT","","jin created on Feb 24, 2024 3:41 PM, Task completed on Feb 24, 2024 3:43 PM"
"QA quick ez batch","https://app.dework.xyz/webaverse/anata-81736?taskId=839c0eea-e4e0-4cd8-897b-4b4df843cd47","","","DONE","jin,alsara2k","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F,0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","100 USDT","","jin created on Feb 20, 2024 1:07 PM, Task completed on Feb 23, 2024 2:04 PM"
"Final QA batch recolor 2","https://app.dework.xyz/webaverse/anata-81736?taskId=30764fbc-adea-45cd-9a2c-7de912dad09b","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","300 USDT","","jin created on Feb 20, 2024 10:38 AM, Task completed on Feb 23, 2024 2:04 PM"
"Final QA batch recolor","https://app.dework.xyz/webaverse/anata-81736?taskId=8b3e0a0f-a3e0-4287-87d6-a133574f373a","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","420 USDT","","jin created on Feb 20, 2024 10:37 AM, Task completed on Feb 26, 2024 11:55 AM"
"QA: Custom Hairs","https://app.dework.xyz/webaverse/anata-81736?taskId=ef2db8ec-72ee-4686-935f-c3641e669e41","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","250 USDT","","jin created on Feb 16, 2024 11:36 PM, Task completed on Feb 25, 2024 1:57 PM"
"QA recolor batch","https://app.dework.xyz/webaverse/anata-81736?taskId=0a26713d-ce2d-40a9-8cfa-fcadb0bb1bd0","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","300 USDT","","jin created on Feb 14, 2024 3:21 PM, Task completed on Feb 19, 2024 11:07 PM"
"Final hair batch","https://app.dework.xyz/webaverse/anata-81736?taskId=54d0beb7-513e-4473-bc31-0c6a85918437","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","600 USDT","","jin created on Feb 13, 2024 2:50 PM, Task completed on Feb 22, 2024 3:19 PM"
"male shared tattoos","https://app.dework.xyz/webaverse/anata-81736?taskId=92d91a0b-f7c2-4a22-8820-aa64aa0e4cdc","","","DONE","Ginger","0xD3125c49713574EF4867b0a4aCCd31414BaCda2C","0.015 ETH, 200 USDT","","jin created on Feb 8, 2024 3:03 PM, Task completed on Feb 11, 2024 5:18 PM"
"QA Pass ETC clothing / kitbash","https://app.dework.xyz/webaverse/anata-81736?taskId=e5d4e1cd-fd5b-413b-af2b-52c838ed9892","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","330 USDT","","jin created on Feb 7, 2024 7:27 PM, Task completed on Feb 11, 2024 5:11 PM"
"QA Pass mostly recolors etc","https://app.dework.xyz/webaverse/anata-81736?taskId=8e60a34f-e02e-4dd8-97de-c9603df59fb5","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","300 USDT","","jin created on Feb 7, 2024 7:26 PM, Task completed on Feb 8, 2024 11:34 PM"
"Priority Hair Fixes 2","https://app.dework.xyz/webaverse/anata-81736?taskId=b2c2eba9-db05-4ef1-90fd-c6885b3696b3","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","500 USDT","","jin created on Feb 7, 2024 4:35 PM, Task completed on Feb 11, 2024 5:18 PM"
"Male tattoos","https://app.dework.xyz/webaverse/anata-81736?taskId=f717f936-937c-4420-acc9-9f182c27e13a","github issue","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","300 USDT","","Github Integration created on Feb 7, 2024 4:31 PM, Task completed on Feb 11, 2024 5:16 PM"
"Clothing retextures","https://app.dework.xyz/webaverse/anata-81736?taskId=ff4d11ec-760a-41dd-9cd9-4f75ece32a8d","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","150 USDT","","jin created on Feb 4, 2024 6:26 PM, Task completed on Feb 6, 2024 2:53 PM"
"QA EZ batch 5","https://app.dework.xyz/webaverse/anata-81736?taskId=4c09d845-f1f7-4b2e-a1f9-943ffab2ae7f","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","500 USDT","","jin created on Feb 4, 2024 12:20 AM, Task completed on Feb 19, 2024 11:08 PM"
"QA quick fixes","https://app.dework.xyz/webaverse/anata-81736?taskId=878f7671-3879-44d7-a23e-f35ad02c033f","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","70 USDT","","jin created on Feb 4, 2024 12:13 AM, Task completed on Feb 5, 2024 1:00 PM"
"Priority hair fixes","https://app.dework.xyz/webaverse/anata-81736?taskId=a6b8fd0d-672c-467c-bbca-5121e2bcf5d0","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","300 USDT","","jin created on Feb 3, 2024 11:39 PM, Task completed on Feb 8, 2024 4:08 PM"
"Fix aviator goggles","https://app.dework.xyz/webaverse/anata-81736?taskId=bf9f815d-2626-45d4-a512-3c314fc30623","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Feb 3, 2024 9:26 PM, Task completed on Apr 2, 2024 7:56 PM"
"QA EZ batch pass 4","https://app.dework.xyz/webaverse/anata-81736?taskId=25c5fd75-8c37-4bd8-b6dd-3fbfb1b3f24b","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","300 USDT","","jin created on Feb 1, 2024 9:21 PM, Task completed on Feb 6, 2024 2:27 PM"
"QA: EZ batch Pass 3","https://app.dework.xyz/webaverse/anata-81736?taskId=a98b12af-e67b-4247-a203-c7a4ec95b97d","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","300 USDT","","jin created on Jan 31, 2024 6:13 PM, Task completed on Feb 3, 2024 3:41 PM"
"760 body fix anata-vrm","https://app.dework.xyz/webaverse/anata-81736?taskId=ca4ce9f8-0f83-4f3d-a493-16ab7495a662","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Jan 31, 2024 4:44 PM, Task completed on Feb 14, 2024 9:04 PM"
"Minibatch of 10 recolors","https://app.dework.xyz/webaverse/anata-81736?taskId=e95a0b25-943f-4bda-a622-e32ab1a4502a","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","100 USDT","","jin created on Jan 31, 2024 12:09 AM, Task completed on Jan 31, 2024 10:26 PM"
"Tshirts","https://app.dework.xyz/webaverse/anata-81736?taskId=a1b08113-dcdd-4209-bb96-789728550094","","","DONE","jin,7oroy.eth","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F,0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","80 USDT","","jin created on Jan 30, 2024 7:06 PM, Task completed on Feb 4, 2024 6:26 PM"
"Mech Suits","https://app.dework.xyz/webaverse/anata-81736?taskId=e4f7beda-947e-42c4-92ae-6699f7f536bc","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","1500 USDT","","jin created on Jan 30, 2024 5:46 PM, Task completed on Feb 6, 2024 10:13 PM"
"Batch 1 QA Pass","https://app.dework.xyz/webaverse/anata-81736?taskId=a9d38af2-dc63-4e13-b41c-8f4058d59069","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","100 USDT","","jin created on Jan 30, 2024 5:28 PM, Task completed on Jan 30, 2024 7:12 PM"
"ETC","https://app.dework.xyz/webaverse/anata-81736?taskId=296d3501-f316-4cb8-9b80-8e7ba6c1ed0e","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","200 USDT","","jin created on Jan 28, 2024 2:39 PM, Task completed on Feb 5, 2024 12:02 PM"
"Vampire Prince","https://app.dework.xyz/webaverse/anata-81736?taskId=51a771e3-e005-4554-ba0b-6422f9bf9ea0","","","DONE","GuiltyRegicide","0x15b6e5759485BCF2eA19ce729053E71b90Ee54A7","100 USDT","","jin created on Jan 28, 2024 2:39 PM, Task completed on Jan 30, 2024 4:53 PM"
"Hoodies","https://app.dework.xyz/webaverse/anata-81736?taskId=3f127d16-430f-4eeb-a038-fcc0f6974cdd","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","50 USDT","","jin created on Jan 28, 2024 2:38 PM, Task completed on Jan 29, 2024 9:06 PM"
"Plug Suits","https://app.dework.xyz/webaverse/anata-81736?taskId=2bfd2d69-91c2-46fb-ba96-fa0eeff90237","","","DONE","alsara2k","0x76E245CeA07B6caeAEE72caA0b3675Db44ff3b2C","150 USDT","","jin created on Jan 28, 2024 2:34 PM, Task completed on Jan 29, 2024 9:48 PM"
"QA: Low hanging fruit","https://app.dework.xyz/webaverse/anata-81736?taskId=eac15f32-fed9-41a7-b0a5-534c0860b6f8","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","300 USDT","","jin created on Jan 28, 2024 2:33 PM, Task completed on Feb 5, 2024 12:02 PM"
"QA Hair Pass 2","https://app.dework.xyz/webaverse/anata-81736?taskId=894e819e-6e70-4391-b173-a179f0970484","","","DONE","-ˋˏ kiiba ˎˊ-,jin","0x0e3a41217d8C291081598c46d738AaAf5Be3907e,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","300 USDT","","jin created on Jan 28, 2024 12:39 PM, Task completed on Feb 3, 2024 11:25 PM"
"QA Pass minibatch 9-10","https://app.dework.xyz/webaverse/anata-81736?taskId=92541f3a-c7af-42c0-81ef-41b8ec9f7db0","","","DONE","7oroy.eth","0x1aF6c03400bFA69a8aED03f0e39f8aEDd4C95313","300 USDT","","jin created on Jan 27, 2024 4:49 PM, Task completed on Jan 29, 2024 9:46 PM"
"QA: Leather_Jacket_Turtleneck.vrm","https://app.dework.xyz/webaverse/anata-81736?taskId=6daa3883-043c-4a44-bcd2-42da6c156fb3","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","80 USDT","","jin created on Jan 27, 2024 1:21 AM, Task completed on Jan 27, 2024 9:50 PM"
